"value","count","fraction","in_wiki","description","correct"
"2",1180,0.5073,FALSE,"",
"1",1082,0.4652,FALSE,"",
"3",59,0.0254,FALSE,"",
"4",4,0.0017,FALSE,"",
"0",1,4e-04,FALSE,"",
