"value","count","fraction","in_wiki","description","correct"
"1.25",634,0.6265,FALSE,"",
"1.75",292,0.2885,FALSE,"",
"1",35,0.0346,FALSE,"",
"1.5",20,0.0198,FALSE,"",
"0.6",5,0.0049,FALSE,"",
"0.8",4,0.004,FALSE,"",
"1.2",4,0.004,FALSE,"",
"2.1",4,0.004,FALSE,"",
"4",3,0.003,FALSE,"",
"3",2,0.002,FALSE,"",
"2",2,0.002,FALSE,"",
"1.7",2,0.002,FALSE,"",
"0.7",2,0.002,FALSE,"",
"Lane",1,0.001,FALSE,"",
"1.1",1,0.001,FALSE,"",
"0.5",1,0.001,FALSE,"",
