nodeId,joinsLegs,longitude,latitude
17393021,3,-2.564087,51.474409
17393025,3,-2.564509,51.474494
17393027,3,-2.564258,51.473846
17393029,2,-2.565632,51.474355
17393031,3,-2.564732,51.475346
17393032,3,-2.564178,51.475271
17393033,3,-2.563470,51.475217
17393054,3,-2.561665,51.475078
17393055,2,-2.561851,51.474831
17393056,3,-2.567810,51.474873
17393234,3,-2.570083,51.473113
17393237,3,-2.570200,51.472986
17393241,3,-2.568471,51.472615
17393670,3,-2.576127,51.465838
17393671,3,-2.575801,51.466225
17393672,3,-2.576769,51.466271
17393673,2,-2.574968,51.466222
17393674,3,-2.574443,51.465939
17393675,3,-2.574393,51.465874
17393677,3,-2.574703,51.465324
17393678,3,-2.575026,51.465278
17393680,2,-2.575936,51.465534
17393681,3,-2.576106,51.465729
17393682,2,-2.575991,51.466129
17393683,3,-2.575417,51.466284
17393685,2,-2.574648,51.466066
17393759,2,-2.574484,51.466650
17393797,2,-2.573917,51.466546
17394170,3,-2.574071,51.467116
17394185,2,-2.571572,51.468017
17394200,3,-2.574263,51.467968
17394201,3,-2.574533,51.468239
17394202,3,-2.574736,51.468454
17394343,2,-2.577768,51.463785
17394344,2,-2.578004,51.463406
17394360,3,-2.576955,51.464749
17396565,3,-2.562698,51.458916
17396567,3,-2.562424,51.457902
17396650,3,-2.576156,51.457712
17396651,3,-2.575791,51.459540
17396652,3,-2.575253,51.459881
17396677,4,-2.578781,51.456795
17396682,3,-2.580242,51.457410
17396773,4,-2.569630,51.463173
17398458,3,-2.573275,51.464482
17398525,6,-2.570951,51.463260
17398537,2,-2.571719,51.463902
17398564,3,-2.571991,51.464161
17398567,3,-2.573181,51.464977
17404482,3,-2.584243,51.453180
17404483,2,-2.583600,51.454355
17404485,3,-2.585274,51.454214
17404732,2,-2.583226,51.455714
17404755,2,-2.584232,51.456459
17404756,3,-2.584428,51.457196
17404757,3,-2.584067,51.455790
17404762,3,-2.583473,51.455905
17404766,3,-2.583877,51.455388
17404773,3,-2.583349,51.455864
17404775,3,-2.583226,51.455544
17404779,3,-2.583927,51.455403
17404792,3,-2.586343,51.454574
17404794,3,-2.586787,51.455037
17404798,3,-2.585176,51.455500
17404805,3,-2.584907,51.455471
17404814,4,-2.585346,51.454653
17404839,3,-2.583259,51.455480
17404938,3,-2.583883,51.454225
17405099,3,-2.585134,51.455275
17405115,3,-2.585497,51.456458
17405536,4,-2.583838,51.453390
17405622,2,-2.583936,51.453505
17406719,3,-2.592285,51.453749
17406721,3,-2.593284,51.453571
17406745,3,-2.592665,51.454893
17406778,4,-2.588692,51.458817
17406787,3,-2.591976,51.457733
17408409,3,-2.581916,51.449060
17408667,3,-2.596848,51.449526
17408759,3,-2.592711,51.451651
17408766,3,-2.592765,51.450381
17472047,3,-2.574631,51.509346
17472049,3,-2.574227,51.509640
17472050,3,-2.574014,51.509825
17472054,2,-2.574099,51.511467
17472056,3,-2.574477,51.512372
17472058,2,-2.574309,51.513066
17472063,2,-2.572238,51.515105
17472066,3,-2.571709,51.516280
17472639,2,-2.574300,51.509719
17472640,3,-2.573937,51.510205
17472643,2,-2.574207,51.511470
17472649,2,-2.574433,51.513089
17476810,3,-2.582982,51.460249
17476811,3,-2.582492,51.460120
17476815,3,-2.583455,51.459703
17476816,4,-2.584068,51.459789
17476817,3,-2.584466,51.459482
17476820,4,-2.583664,51.458616
17476821,4,-2.583806,51.458394
17476823,4,-2.584199,51.457912
17476828,2,-2.582476,51.460472
17476829,2,-2.582209,51.460361
17476831,4,-2.582331,51.460236
17476832,2,-2.582511,51.460293
17476836,3,-2.581574,51.460852
17476841,2,-2.584617,51.457357
17476842,3,-2.584467,51.457823
17476871,4,-2.584031,51.458379
17476874,3,-2.583858,51.459087
17476875,4,-2.584060,51.459618
17486532,2,-2.596968,51.454771
17486534,3,-2.596541,51.455216
17486535,3,-2.596505,51.455253
17486537,2,-2.596906,51.454469
17486538,3,-2.596395,51.454658
17486541,2,-2.596032,51.455068
17486542,2,-2.596047,51.455312
17486543,4,-2.596076,51.455351
17486544,3,-2.596984,51.453534
17486547,3,-2.596881,51.454112
17486550,3,-2.597352,51.454366
17486553,3,-2.597860,51.452936
17486554,3,-2.598714,51.452308
17486555,3,-2.599326,51.452363
17487064,2,-2.607564,51.450874
17487066,4,-2.607458,51.450704
17487067,3,-2.607829,51.450583
17487069,3,-2.608088,51.450772
17487071,3,-2.616809,51.479658
17487072,3,-2.616450,51.479465
17487075,2,-2.616968,51.479603
17487078,3,-2.618276,51.509873
17487082,3,-2.618186,51.509661
17487084,3,-2.617999,51.509943
17500340,3,-2.620394,51.514769
17500344,3,-2.619626,51.513598
17500345,3,-2.619561,51.511103
17500346,3,-2.619456,51.511258
17501504,4,-2.576422,51.507638
17502430,4,-2.616384,51.470826
17502431,4,-2.615715,51.471492
17502432,2,-2.615401,51.471635
17502434,3,-2.616101,51.474070
17502435,3,-2.616413,51.475267
17565122,3,-2.569963,51.458891
17565125,6,-2.571072,51.463061
17565126,3,-2.571598,51.464055
17565128,4,-2.570679,51.463557
17565129,2,-2.570483,51.463751
17565130,4,-2.571504,51.462686
17565134,3,-2.573517,51.461162
17565136,3,-2.574654,51.460321
17565425,3,-2.556360,51.473949
17565426,3,-2.556525,51.473814
17565430,3,-2.587348,51.452465
17565432,3,-2.587391,51.452173
17565433,3,-2.587615,51.451777
17565434,3,-2.581286,51.440717
17565437,3,-2.578887,51.441592
17565445,3,-2.578492,51.432047
17565446,2,-2.578368,51.432141
17565516,4,-2.574523,51.432462
17565519,3,-2.572057,51.432736
17565520,3,-2.570912,51.432937
17565523,3,-2.568738,51.433459
17565524,3,-2.567245,51.433933
17565571,3,-2.578532,51.433745
17565572,3,-2.578942,51.434311
17565575,3,-2.581095,51.435917
17565579,3,-2.583920,51.437083
17565803,3,-2.570330,51.463925
17565805,3,-2.569696,51.465127
17565807,2,-2.569118,51.465948
17565810,3,-2.568341,51.466997
17565813,3,-2.567245,51.467894
17565814,3,-2.566568,51.468326
17565815,3,-2.566028,51.468811
17565819,3,-2.563896,51.470221
17565824,3,-2.560570,51.471564
17565827,3,-2.558374,51.472684
17565830,3,-2.556976,51.473496
17566387,3,-2.555517,51.474043
17566392,4,-2.551632,51.473098
17566393,3,-2.550850,51.473086
17566396,3,-2.548598,51.473676
17566398,3,-2.547454,51.474087
17566399,3,-2.547083,51.474219
17566401,3,-2.544981,51.474907
17566406,3,-2.542690,51.475438
17566408,3,-2.541148,51.475783
17566410,3,-2.539328,51.476307
17566411,3,-2.538062,51.476819
17566412,3,-2.536867,51.477300
17566413,3,-2.535552,51.477851
17566414,4,-2.533257,51.478789
17566415,3,-2.534547,51.478280
17566416,2,-2.532310,51.479101
17566417,3,-2.530751,51.479599
17566420,3,-2.529391,51.480211
17566422,3,-2.528656,51.480943
17566426,3,-2.527245,51.481587
17566427,3,-2.525173,51.481716
17566430,3,-2.527026,51.481770
17566432,3,-2.525237,51.481888
17566433,3,-2.525798,51.481867
17566436,2,-2.524172,51.481795
17566437,2,-2.523409,51.481959
17566440,3,-2.521641,51.482638
17566441,3,-2.519761,51.483332
17566442,3,-2.518927,51.483661
17566443,3,-2.518070,51.483986
17566444,3,-2.517251,51.484291
17566445,3,-2.516563,51.484563
17566446,3,-2.515269,51.485050
17566448,3,-2.513040,51.485817
17566449,3,-2.512016,51.486141
17566451,3,-2.510568,51.486425
17566454,4,-2.509170,51.486450
17566455,3,-2.508088,51.486594
17566459,3,-2.504613,51.487760
17566469,3,-2.503086,51.493187
17566470,2,-2.502991,51.493300
17566484,4,-2.497879,51.497993
17566486,3,-2.496584,51.498659
17566487,3,-2.496062,51.498906
17566492,3,-2.492696,51.500377
17566493,3,-2.491924,51.501131
17566494,3,-2.491140,51.501703
17566496,3,-2.490109,51.502759
17566500,3,-2.490042,51.505112
17572161,3,-2.486755,51.512887
17572165,3,-2.491985,51.512712
17572168,3,-2.493601,51.512746
17572169,4,-2.495154,51.513080
17572171,4,-2.499957,51.514600
17572172,3,-2.501637,51.514675
17572174,3,-2.505100,51.515989
17584723,4,-2.577272,51.505165
17584724,3,-2.577513,51.504684
17584725,3,-2.577924,51.503940
17584726,3,-2.578110,51.503613
17584728,3,-2.578353,51.503303
17584730,3,-2.578940,51.502736
17584731,3,-2.579330,51.501907
17584732,3,-2.579431,51.501659
17584734,3,-2.578759,51.499728
17584740,3,-2.581416,51.495928
17584741,3,-2.581991,51.494881
17584743,3,-2.582356,51.494181
17584745,4,-2.582683,51.493602
17584753,3,-2.584952,51.489347
17584754,5,-2.584800,51.488862
17584759,3,-2.586830,51.483686
17585126,3,-2.608050,51.456214
17585130,4,-2.608168,51.456071
17585135,3,-2.610023,51.453783
17585143,3,-2.603621,51.455153
17585146,3,-2.602624,51.454382
17585264,3,-2.609060,51.457658
17585265,3,-2.608894,51.458332
17585267,3,-2.608622,51.460386
17585269,3,-2.608600,51.461761
17585270,4,-2.608854,51.462476
17585271,3,-2.609281,51.463578
17585272,3,-2.609684,51.464572
17585274,3,-2.611130,51.466104
17585275,3,-2.612597,51.467644
17585279,4,-2.614386,51.469501
17585280,3,-2.615022,51.470289
17641226,3,-2.483291,51.496996
17641230,3,-2.483290,51.496704
17641231,3,-2.482764,51.497122
17641233,3,-2.482151,51.497427
17641397,3,-2.485517,51.495322
17641403,3,-2.485500,51.496192
17641407,2,-2.486064,51.497683
17641409,2,-2.486548,51.498552
17641411,3,-2.488024,51.499520
17641415,3,-2.492402,51.500275
17641417,3,-2.586052,51.452854
17653669,2,-2.567140,51.454059
17653676,4,-2.562266,51.456640
17653679,3,-2.562632,51.457172
17653680,3,-2.563119,51.457881
17653681,2,-2.563041,51.456349
17653682,3,-2.563722,51.456053
17653694,3,-2.555392,51.459128
17653696,3,-2.553780,51.459388
17653701,3,-2.549029,51.459481
17653705,3,-2.547340,51.459633
17653706,3,-2.546735,51.459784
17653707,3,-2.546308,51.459892
17653709,3,-2.544629,51.460116
17653710,3,-2.543553,51.460326
17653711,3,-2.543126,51.460480
17653712,3,-2.542738,51.460628
17653714,2,-2.541708,51.460880
17653718,3,-2.538658,51.461254
17653721,3,-2.535657,51.461473
17653724,3,-2.532996,51.461077
17653725,3,-2.532151,51.461030
17653727,3,-2.530659,51.460965
17653728,2,-2.529567,51.460985
17653729,3,-2.528819,51.461114
17653730,3,-2.526937,51.461661
17653732,3,-2.526218,51.461846
17653733,2,-2.526338,51.461829
17653741,3,-2.514672,51.463241
17653743,2,-2.511579,51.463012
17653746,3,-2.509844,51.462836
17654870,3,-2.504140,51.487926
17654872,3,-2.504150,51.487828
17654874,3,-2.503969,51.487799
17654875,2,-2.503900,51.487880
17654876,3,-2.503938,51.487938
17654880,2,-2.504102,51.487445
17654881,3,-2.504254,51.487182
17654895,4,-2.511129,51.467955
17654910,3,-2.508307,51.472969
17654913,2,-2.508110,51.473746
17654914,3,-2.508902,51.472501
17654915,3,-2.508142,51.474487
17654918,3,-2.507986,51.475972
17654921,3,-2.507822,51.478197
17654923,4,-2.506787,51.481139
17654925,3,-2.506682,51.481902
17654926,2,-2.506571,51.482709
17655809,3,-2.561048,51.446335
17655810,3,-2.560985,51.446482
17655812,3,-2.560442,51.446578
17655813,3,-2.560172,51.446381
17655815,3,-2.560830,51.446092
17655817,3,-2.559226,51.444427
17655819,3,-2.559698,51.444797
17655820,3,-2.559103,51.444980
17655821,3,-2.558838,51.444799
17655827,3,-2.573804,51.442575
17655831,2,-2.569854,51.442758
17655832,3,-2.568912,51.442806
17655835,3,-2.564599,51.442425
17656764,3,-2.478973,51.501419
17656776,3,-2.478874,51.501448
17656780,3,-2.479700,51.498987
17656788,3,-2.480849,51.499084
17656914,3,-2.505484,51.462483
17656915,2,-2.502236,51.462253
17656917,3,-2.500982,51.462149
17656919,3,-2.498297,51.462009
17656929,3,-2.494433,51.461458
17656930,3,-2.491634,51.461101
17656931,3,-2.505683,51.461801
17656932,3,-2.505388,51.460906
17656935,3,-2.506059,51.458930
17656940,3,-2.507122,51.457941
17657136,3,-2.482099,51.460110
17657137,3,-2.482533,51.459595
17657138,3,-2.481935,51.459658
17657139,3,-2.481854,51.459783
17657140,2,-2.482754,51.459904
17657245,3,-2.486337,51.453310
17657248,3,-2.486556,51.453093
17657278,3,-2.498892,51.447138
17657422,4,-2.497444,51.440830
17657475,3,-2.495621,51.439192
17657489,3,-2.494937,51.438702
17657580,3,-2.492830,51.437369
17657654,3,-2.517022,51.425526
17657656,3,-2.516380,51.425456
17657657,3,-2.517148,51.424863
17657661,3,-2.516236,51.424970
17657662,3,-2.516303,51.425402
17657665,3,-2.517302,51.425380
17657672,3,-2.517252,51.424935
17657676,3,-2.519029,51.425539
17657686,2,-2.515195,51.427332
17657837,3,-2.516500,51.424824
17657954,3,-2.552694,51.435358
17657956,3,-2.553234,51.435708
17658179,3,-2.560533,51.441903
17658304,4,-2.559842,51.441512
17658313,3,-2.559491,51.440533
17658514,3,-2.581485,51.440790
17658516,3,-2.581594,51.440652
17659280,2,-2.571860,51.471811
17659281,3,-2.573425,51.470684
17659295,3,-2.573202,51.469171
17659358,3,-2.575437,51.469318
17659491,4,-2.582658,51.467178
17659492,4,-2.582098,51.466563
17659512,3,-2.583313,51.465318
17659515,3,-2.581625,51.465686
17659749,3,-2.580244,51.470135
17659967,3,-2.580782,51.471437
17659973,3,-2.581574,51.471135
17659977,3,-2.581803,51.471696
17659984,3,-2.581839,51.472992
17660309,3,-2.583993,51.470581
17660323,3,-2.584866,51.470152
17660388,4,-2.584673,51.469443
17660389,3,-2.583305,51.468560
17660497,3,-2.585178,51.470920
17660505,3,-2.588763,51.472275
17660703,3,-2.590376,51.459794
17660715,3,-2.590210,51.459306
17660726,3,-2.590828,51.459099
17660730,3,-2.591285,51.459193
17660734,3,-2.591383,51.459333
17660736,3,-2.591211,51.459647
17660738,3,-2.591140,51.459670
17703796,3,-2.482066,51.470465
17703797,3,-2.482070,51.470972
17703897,3,-2.482021,51.460090
17703898,3,-2.482636,51.460060
17703938,3,-2.469917,51.492076
17704213,3,-2.483022,51.475329
17704254,3,-2.482862,51.471475
17704277,2,-2.483593,51.471081
17704278,2,-2.483601,51.470449
17704281,2,-2.483013,51.468305
17704288,2,-2.479532,51.463826
17704538,4,-2.478439,51.502406
17704545,3,-2.472409,51.504990
17705055,3,-2.615902,51.506205
17705060,4,-2.616115,51.501711
17705080,3,-2.616508,51.499294
17705083,3,-2.619023,51.497245
17705085,3,-2.621808,51.494510
17705086,3,-2.621895,51.493901
17705129,3,-2.615825,51.485910
17705175,3,-2.620442,51.472654
17705214,3,-2.626982,51.464505
17705219,4,-2.626172,51.462738
17705245,4,-2.623526,51.459491
17705246,3,-2.625069,51.461455
17705260,3,-2.622284,51.460277
17705266,3,-2.620973,51.461068
17705276,3,-2.623891,51.461978
17705279,3,-2.622987,51.462494
17705281,3,-2.621930,51.461980
17705291,3,-2.624671,51.463491
17705327,3,-2.623530,51.458405
17705329,3,-2.624112,51.459257
17705331,3,-2.625217,51.459008
17705333,3,-2.624841,51.458531
17705346,4,-2.626689,51.458724
17705351,3,-2.626957,51.460635
17705375,4,-2.624544,51.457476
17705384,3,-2.623380,51.456119
17705408,2,-2.625981,51.457891
17705410,2,-2.625284,51.457635
17705412,3,-2.622760,51.457386
17705472,3,-2.621924,51.456505
17705478,3,-2.620095,51.456701
17705480,3,-2.620261,51.456913
17705485,3,-2.621326,51.455659
17705487,3,-2.619688,51.456114
17705489,3,-2.618981,51.454929
17705491,3,-2.620468,51.454495
17705539,3,-2.620611,51.467834
17705542,3,-2.620000,51.466474
18228899,2,-2.623010,51.448859
18483009,4,-2.603712,51.450548
18483014,4,-2.603252,51.449154
18483296,3,-2.606009,51.450519
18483301,3,-2.616139,51.449897
18483305,3,-2.613251,51.449502
18483309,3,-2.609837,51.450188
18483652,3,-2.602370,51.450616
18483654,4,-2.600022,51.450909
18483657,3,-2.598735,51.451470
18484700,3,-2.655643,51.486652
18484704,3,-2.652408,51.487731
18484705,4,-2.651157,51.489060
18485047,3,-2.693665,51.515500
18485932,3,-2.654698,51.486148
18571812,2,-2.586864,51.455355
18917677,4,-2.546932,51.517101
18918771,3,-2.550715,51.510745
18918776,3,-2.551213,51.510854
18918778,3,-2.550903,51.511089
18918781,3,-2.550635,51.510983
18935875,3,-2.532896,51.516756
18938297,2,-2.539292,51.514364
18938301,3,-2.535969,51.515081
18940436,3,-2.525148,51.520809
18940443,3,-2.521625,51.515819
18940445,3,-2.521841,51.516940
18947410,3,-2.545122,51.515968
18947419,3,-2.540546,51.516956
18947421,3,-2.539971,51.517988
18947480,3,-2.546782,51.513875
18947482,4,-2.546540,51.513841
18947485,3,-2.545308,51.513816
18947487,4,-2.544344,51.513523
18947497,3,-2.541041,51.512022
18947510,3,-2.533690,51.513655
18947515,3,-2.531057,51.512699
18947522,3,-2.527846,51.510956
18947528,2,-2.524219,51.510112
18947530,2,-2.523177,51.509805
18947532,2,-2.521520,51.509465
18947536,4,-2.520547,51.509395
18947538,3,-2.518518,51.509243
18947542,3,-2.521374,51.514017
18947548,2,-2.520803,51.512020
18947550,2,-2.520241,51.511513
19836109,4,-2.575465,51.508159
19836110,4,-2.575649,51.508073
19836122,3,-2.571360,51.509104
19836123,3,-2.571819,51.508863
19836138,3,-2.557688,51.507217
19864867,3,-2.561761,51.472687
19864868,3,-2.562157,51.472283
19864873,3,-2.563280,51.471415
19864880,2,-2.557940,51.480964
19864891,4,-2.560556,51.477898
19864892,3,-2.560559,51.477855
19864893,3,-2.560305,51.477421
19866611,3,-2.556818,51.481182
19866614,3,-2.555420,51.481415
19866618,3,-2.554138,51.482337
19866620,3,-2.553863,51.482821
19866624,3,-2.551928,51.484098
19866634,2,-2.549673,51.486288
19866655,3,-2.542951,51.489186
19866656,2,-2.542015,51.489424
19866659,3,-2.540150,51.490052
19866660,3,-2.539185,51.490335
19866666,3,-2.535754,51.491960
19866677,4,-2.521099,51.504094
19866679,5,-2.520756,51.503981
19866680,2,-2.521621,51.504233
19866683,4,-2.521060,51.503515
19866685,3,-2.521371,51.503126
19866710,2,-2.522354,51.502470
19871178,3,-2.556130,51.508362
19871180,3,-2.555571,51.508824
19871184,3,-2.552869,51.510589
19871187,3,-2.552066,51.510810
19871201,3,-2.561293,51.470255
19871208,3,-2.559532,51.470920
19871231,4,-2.559433,51.469234
19871238,3,-2.563572,51.469770
19871240,3,-2.563094,51.469680
19871244,3,-2.562071,51.469562
19871246,3,-2.561189,51.469447
19871248,3,-2.560289,51.469340
19871251,2,-2.581266,51.461937
19871255,3,-2.584717,51.460632
19871260,4,-2.586018,51.460838
19871261,3,-2.586381,51.461269
19871266,3,-2.585191,51.461226
19871274,3,-2.582909,51.461138
19875354,3,-2.588277,51.464571
19875356,3,-2.587352,51.464891
19875361,2,-2.583943,51.465293
19875363,4,-2.586046,51.462375
19875366,3,-2.586888,51.461948
19875367,4,-2.587115,51.463436
19875368,4,-2.587594,51.463911
19875391,2,-2.580965,51.474951
19875396,3,-2.579643,51.478362
19875401,3,-2.582643,51.481128
19875402,3,-2.582791,51.481255
19875406,3,-2.584573,51.482279
19875410,3,-2.588028,51.487513
19875415,3,-2.586236,51.487517
19875419,3,-2.585777,51.487238
19875431,3,-2.586313,51.489540
19877497,3,-2.587717,51.503447
19877500,3,-2.585736,51.504307
19877502,4,-2.585048,51.503832
19877508,3,-2.586646,51.503138
